id,age,location,skin_type,channels_engaged,purchase_history
1f53ac60-4553-4869-8b9b-9db3a77f543d,38,North Tammybury,Sensitive,"{Email,Google Ads SEO,Facebook}","{Face Cleanser,Smartphone,Project Management Tool}"
1f540c4f-ee35-4c5d-b927-446739c2832d,44,Port Andrewshire,Sensitive,"{Facebook,Google Ads SEO}","{Smartwatch,Loan Product,Lip Balm}"
1f6cb3b6-5924-4f12-8ed8-e062e20de158,52,Martinezstad,Normal,{Google Ads SEO},"{Wireless Earbuds,Sunscreen}"
1f6db335-fca7-4059-9d59-d035a6c941f6,35,New Brianshire,Oily,{Facebook},{Tablet}
1f7329d9-c179-48c5-954f-2363eff41dd3,35,North Richardbury,Normal,"{Facebook,Google Ads SEO}","{Moisturizer,CRM Software}"
1f745d50-1b64-449e-adbd-3679fbae491b,40,West Eric,Combination,"{Google Ads SEO,Facebook,Email}","{Sunscreen,Project Management Tool,Loan Product}"
1f770ead-4a3b-4145-b5d5-ea941a7add9a,23,Kendratown,Sensitive,"{Google Ads SEO,Facebook,Email}","{Moisturizer,Investment Platform}"
1f777b21-2e98-4bd1-9219-0e8d0f5f3662,32,Collinsfort,Normal,"{Facebook,Google Ads SEO,Email}","{Smartwatch,Analytics Dashboard}"
1f96b29b-9313-4a03-99ee-4004cc1cc9fb,38,Clarkland,Dry,{Facebook},"{Investment Platform,Customer Support Platform,Smartwatch}"
1f9ab503-4e60-45e9-b2e1-465bfdeb132c,23,Hayleyshire,Combination,"{Google Ads SEO,Email}","{Moisturizer,Sunscreen}"
1f9b261d-dab6-455d-a34d-14df2cefaaba,25,Lake Josefort,Normal,"{Email,Google Ads SEO,Facebook}","{Moisturizer,Project Management Tool,Savings Account}"
1fa1b1e1-a30e-45a5-bb00-e452691864c7,42,Danielview,Dry,"{Facebook,Email}","{Sunscreen,Bluetooth Speaker,Lip Balm}"
1fa7b061-7fa6-4501-b891-58babadb1be1,23,South Emily,Sensitive,"{Email,Facebook,Google Ads SEO}",{Savings Account}
1fbb859d-bbc1-4814-90b8-aeedebe6ce71,26,Mendozaberg,Normal,"{Google Ads SEO,Email}","{Hair Serum,Smartwatch,Project Management Tool}"
1fcca3ce-807d-4ab1-ba8e-b34ef86dc544,42,Lake Mary,Sensitive,{Facebook},"{Project Management Tool,Bluetooth Speaker,Moisturizer}"
1fd9134a-74d0-48f6-92c8-af57b3f9227f,58,West Danielfort,Dry,{Facebook},"{Lip Balm,Hair Serum}"
1fe24ad9-3f18-4d90-bb4d-f71763091075,40,North Mark,Combination,{Facebook},{Face Cleanser}
1febb7b5-4917-4c1d-a14a-5820b995a5f9,18,Hernandezborough,Normal,"{Google Ads SEO,Facebook}",{Insurance Plan}
1fffb641-e7a4-43cd-9d8e-9934e13b0f2f,42,North Corey,Combination,"{Email,Google Ads SEO}",{Face Cleanser}
2002b3a6-0d40-4352-9bd9-9568d3da93f6,48,Port Daniel,Oily,{Google Ads SEO},"{Lip Balm,Marketing Automation}"
2004467c-b865-4cff-9397-edd0c19019f7,18,South Michaelbury,Normal,{Email},"{Credit Card,Savings Account}"
20061994-4b3c-4377-8b99-f44e5a699a37,18,Kathrynland,Normal,{Google Ads SEO},{CRM Software}
2016c246-625a-4acd-ad99-eb1de047c73d,39,South Stevenburgh,Dry,"{Google Ads SEO,Email,Facebook}","{Wireless Earbuds,Bluetooth Speaker}"
2022b906-c3aa-4042-891d-a9a142ca3ec8,42,Hesterhaven,Dry,"{Email,Google Ads SEO}","{Analytics Dashboard,Savings Account}"
20239900-11db-4f1e-abdf-038ae7fc87cd,24,Port Ronaldburgh,Combination,"{Facebook,Google Ads SEO}","{Hair Serum,Tablet,Savings Account}"
2023acde-d2ef-4614-9172-2d62a8a25416,37,Bairdborough,Combination,"{Google Ads SEO,Facebook}",{Lip Balm}
2028153c-75be-4791-b814-2d5905f708b9,32,Lake Martinmouth,Oily,"{Email,Facebook,Google Ads SEO}","{Hair Serum,Savings Account}"
202bc57e-d82c-4287-a692-8d069678411f,49,Juliehaven,Combination,"{Email,Google Ads SEO}","{Moisturizer,Marketing Automation}"
202dba17-4a2d-470c-b867-771b29120b40,28,Cruzport,Dry,{Google Ads SEO},"{Hair Serum,Bluetooth Speaker}"
202e8225-88fd-4bd8-b590-6966aa197f95,57,Selenaton,Combination,"{Google Ads SEO,Email}","{CRM Software,Lip Balm}"
2035d3ff-de86-48a2-a309-c6a6949c1733,38,Lake Jamieport,Combination,{Facebook},"{Lip Balm,Marketing Automation}"
203cccbf-b6c9-49cf-b257-bc105c145c36,48,Lisaland,Oily,"{Email,Facebook}",{Tablet}
2041167e-bc38-41a4-a20b-7eb6950ec892,58,Lake Jameshaven,Sensitive,"{Email,Facebook}","{Analytics Dashboard,Customer Support Platform}"
20441c48-a6a7-4297-858c-515463c44183,33,West Reneechester,Normal,"{Facebook,Email,Google Ads SEO}","{Face Cleanser,Bluetooth Speaker,Loan Product}"
20469d0c-a32c-4df7-ad63-d3113d90a643,45,South Rickeyborough,Normal,"{Facebook,Google Ads SEO}","{Moisturizer,Savings Account}"
204b49b1-1a75-43b6-b88a-0ba3c5d41cf0,18,Carriefort,Combination,"{Google Ads SEO,Email}","{Smartwatch,Lip Balm}"
2052e367-5e31-4993-a39b-663cad028490,32,Port Robert,Oily,"{Google Ads SEO,Facebook}","{Tablet,Lip Balm}"
2054976d-74fd-4718-ab7b-b067724cff0d,29,East Angelicaton,Normal,{Google Ads SEO},"{Insurance Plan,Wireless Earbuds,Analytics Dashboard}"
2057a23c-4d00-4d55-b4bf-8a8562e4076a,24,South Gina,Sensitive,{Email},"{Loan Product,Bluetooth Speaker}"
20697f2c-06b5-4cfc-a99c-0b26c2c4e208,52,Perezmouth,Combination,"{Facebook,Google Ads SEO,Email}","{Project Management Tool,Hair Serum}"
20850f0f-7b25-46dd-a2af-6bc99e892825,45,East Jakeview,Sensitive,"{Facebook,Google Ads SEO}","{Tablet,Wireless Earbuds,Sunscreen}"
208665f3-0822-43d8-ac19-a0d1a7e8d878,26,Haleymouth,Sensitive,"{Google Ads SEO,Email}","{Face Cleanser,Sunscreen,Customer Support Platform}"
20906719-79cc-49a1-9f2a-7fc79a24cbaa,22,Port Mariaton,Normal,"{Facebook,Email}","{Wireless Earbuds,Hair Serum,Loan Product}"
2091c05c-b4ad-4f40-8e12-37b030cb981e,57,Sarahport,Combination,"{Email,Google Ads SEO,Facebook}","{Hair Serum,Smartwatch,Bluetooth Speaker}"
2094b74a-5375-422b-b2fd-8b2890cbc0ef,45,North Gregory,Combination,{Email},"{CRM Software,Insurance Plan,Marketing Automation}"
20967265-da64-4ecb-8c96-2fab8aed2a67,44,Lake Brandonborough,Oily,"{Email,Facebook}","{Lip Balm,Tablet}"
2096c579-8f74-467d-9118-de812842e390,25,Johnsonmouth,Combination,"{Facebook,Google Ads SEO,Email}","{Wireless Earbuds,Investment Platform,Smartphone}"
209a187a-ad47-4475-8f10-332bafc115c7,56,Reyesbury,Normal,"{Email,Facebook,Google Ads SEO}","{Bluetooth Speaker,Lip Balm,CRM Software}"
20b32b0f-005d-4f0a-80b9-62d07585c4bd,28,West Pamela,Sensitive,"{Google Ads SEO,Facebook,Email}","{Face Cleanser,Marketing Automation,Loan Product}"
20bc152d-8322-49d8-9882-3751b7faf506,38,East William,Dry,"{Email,Facebook,Google Ads SEO}",{Marketing Automation}
20c2307e-cc06-4ebb-81cd-d511bbff36ae,50,Port Steven,Oily,{Google Ads SEO},{Face Cleanser}
20c8b869-3351-4f8f-bd84-4733892a2f63,47,Port Roger,Oily,{Email},{Analytics Dashboard}
20d0f743-cc18-4b10-8bbb-10a08c0de0c5,41,Nicoleburgh,Dry,"{Email,Google Ads SEO}","{Project Management Tool,Bluetooth Speaker}"
20d1f8ca-c7bd-4f5a-88d4-c42ce6d60053,19,Kimberlyport,Sensitive,"{Facebook,Email}","{Savings Account,Lip Balm}"
20d2c954-991a-4e44-b818-1520978605c0,22,Thomasburgh,Combination,"{Email,Google Ads SEO,Facebook}","{Bluetooth Speaker,Smartwatch}"
20d4abc0-9605-4dab-a937-e42615eeb4f4,42,Bryanside,Sensitive,"{Email,Google Ads SEO,Facebook}","{Loan Product,Wireless Earbuds,Analytics Dashboard}"
20d721e7-b902-4c0a-bcf1-0893f8db2124,40,South Tiffany,Dry,"{Google Ads SEO,Email}",{Marketing Automation}
20d915b0-bb72-46b5-9f01-79b3eaf4e72f,24,Jimmyside,Normal,"{Email,Google Ads SEO}","{Wireless Earbuds,Moisturizer}"
20dd59f1-d9b8-4545-90bc-9090d91fa587,53,Lake Heidi,Sensitive,"{Google Ads SEO,Facebook,Email}","{Face Cleanser,Customer Support Platform}"
20e65e39-a0a5-4c68-9a29-8c41d231bcac,55,East Jennifertown,Oily,"{Google Ads SEO,Email}",{Smartphone}
20fb81bd-aaaa-4c8a-b6db-25266b9cd1fa,29,West Kevin,Sensitive,{Facebook},{Smartphone}
20fe916e-1260-426c-9001-b4814cbe1a4a,24,Lake Belindaborough,Sensitive,"{Facebook,Google Ads SEO,Email}",{Analytics Dashboard}
210f1597-7912-4375-a684-e12d6c1c66a5,25,Lake Mason,Sensitive,"{Facebook,Google Ads SEO,Email}","{Moisturizer,Project Management Tool}"
21138d5c-8d12-4254-8630-bdc7515c1a6c,29,Thompsonmouth,Normal,"{Email,Facebook,Google Ads SEO}",{Analytics Dashboard}
21140645-5f71-4cac-b446-4fa7c2059e62,19,Kingville,Dry,{Email},"{Investment Platform,Bluetooth Speaker,Sunscreen}"
212199d7-b8a2-481f-9bdc-f26eaac1ad2c,34,Velezchester,Normal,"{Google Ads SEO,Facebook,Email}",{Wireless Earbuds}
2122955a-a736-4f86-bac3-6182fbd9792b,40,Lake Josephshire,Dry,"{Google Ads SEO,Facebook,Email}",{Face Cleanser}
21259e62-bab3-4839-88a6-31addd16f415,20,North Jennifer,Sensitive,"{Google Ads SEO,Facebook}","{Tablet,Face Cleanser,Hair Serum}"
212a8104-e970-4d45-8cf6-27bb40ae54a3,23,North Lisa,Combination,"{Facebook,Google Ads SEO}","{Savings Account,Wireless Earbuds,Investment Platform}"
213359be-9f6e-4d37-9ca1-77732e6f2c9b,25,Dominiqueton,Oily,"{Google Ads SEO,Facebook}","{Tablet,Credit Card}"
213dbf26-3783-4c61-854f-85035f9eae51,54,Gonzalezton,Sensitive,"{Email,Google Ads SEO,Facebook}",{Investment Platform}
21448cd5-3a80-479e-959f-32e338c67012,53,Port Leslieton,Oily,"{Google Ads SEO,Email}",{Credit Card}
2145ab2a-c0ab-4845-8f80-baecec2c7950,40,East Christopher,Normal,"{Google Ads SEO,Facebook,Email}",{Savings Account}
214d1584-654a-422d-a2b5-a08a32c6fcdc,46,Jameston,Sensitive,"{Facebook,Email,Google Ads SEO}",{Customer Support Platform}
2157b3f9-94f8-4a18-9d23-67c2de32dda1,21,Kathymouth,Oily,"{Facebook,Email,Google Ads SEO}",{Customer Support Platform}
2157e30a-aa5b-46a6-a56f-7a39ba837473,50,Lake Erinmouth,Combination,{Facebook},{CRM Software}
2161487d-4b48-47e7-bb9a-6db37703f0d3,25,West Kaylashire,Oily,"{Email,Facebook}","{Loan Product,Project Management Tool,Bluetooth Speaker}"
2170b1c0-6a3d-4615-8b39-44c8bc768da7,24,Barberton,Normal,"{Google Ads SEO,Facebook,Email}","{Lip Balm,Savings Account}"
21730cfd-da42-4591-838e-2c1a5ae7304a,26,Adamborough,Oily,{Facebook},"{Analytics Dashboard,Smartwatch}"
217692f3-3ef3-4d03-9969-c993d2b15d72,20,Gregoryberg,Combination,{Email},{Marketing Automation}
2176e63a-d4de-44b3-b852-6190af3a511e,38,New Rebecca,Dry,{Facebook},"{Insurance Plan,Customer Support Platform}"
21816869-0792-4af5-b4f0-2d6c3c0fa1d8,31,North Susanbury,Normal,{Google Ads SEO},{Loan Product}
218193f4-7687-4c76-9b19-278d662a0934,36,Port Edgarville,Normal,"{Facebook,Email}","{Insurance Plan,Marketing Automation}"
21840f97-6170-4cf8-8952-4be748a09b0b,19,West Kyleburgh,Combination,"{Facebook,Google Ads SEO,Email}",{Customer Support Platform}
2190e6ea-e3be-4296-b775-8cb2ba75cc03,48,Lisaport,Oily,"{Email,Google Ads SEO,Facebook}",{Smartwatch}
219375fe-4b1d-4afc-8adb-971138e5be8a,60,Fosterfort,Oily,{Facebook},"{Bluetooth Speaker,Tablet}"
2198c02e-4f2c-467a-ab9d-9b52d0659236,33,Martinmouth,Normal,"{Facebook,Email}",{Project Management Tool}
2199d1c2-1221-4439-9c3b-caa9bbe14626,59,Port Jessica,Sensitive,"{Facebook,Google Ads SEO}",{Marketing Automation}
21a0561f-23ac-4dee-a9e0-5f6bd73414c5,48,East Josephshire,Oily,"{Google Ads SEO,Facebook,Email}",{Bluetooth Speaker}
21a27d2e-381c-449c-bbc8-25e14866c74e,39,Edwardhaven,Oily,{Facebook},{Marketing Automation}
21ae34ad-d922-43f9-8143-25bec78515e7,23,North Ericport,Sensitive,{Facebook},"{Tablet,Wireless Earbuds}"
21b17bc6-95a8-4793-ac71-220269257879,38,North David,Combination,"{Google Ads SEO,Facebook,Email}",{Wireless Earbuds}
21b42ee6-3a99-43b2-a1db-e155c613cb3a,52,North Richard,Dry,{Facebook},"{Lip Balm,Face Cleanser,Investment Platform}"
21c08e5c-0d1a-45c3-9a91-aed160c9a474,57,Roseton,Normal,{Email},{Moisturizer}
21c61c50-4083-4baf-9ad2-dbb4517bab99,47,East Cynthia,Dry,{Email},{Project Management Tool}
21ce87d9-14b9-4dc7-93c4-3dc9d95273b4,18,Lake Paula,Normal,{Email},"{Investment Platform,Customer Support Platform}"
21deb700-5e35-4ba2-862d-efb6ca624ae7,60,Nathanport,Combination,"{Google Ads SEO,Email}","{Sunscreen,Savings Account,Loan Product}"
21e47f1d-6a11-406c-936c-fcbf00f3ceb6,20,Glennton,Combination,{Google Ads SEO},"{Investment Platform,Hair Serum,Credit Card}"
21e5d982-e16f-40ad-822f-95c7b36a6d1f,53,New Catherinefurt,Combination,"{Email,Google Ads SEO}","{Credit Card,CRM Software,Moisturizer}"
21f01dda-8956-4b7e-bdca-925c31107291,53,Emilymouth,Oily,"{Google Ads SEO,Facebook,Email}",{Customer Support Platform}
21f4ee72-90fb-4c80-8845-41b1af2f5d54,23,Leeside,Combination,"{Email,Facebook,Google Ads SEO}",{Customer Support Platform}
21f58a2c-e854-4ede-a52f-a7de174c9d97,43,Cookfurt,Combination,{Email},"{Smartwatch,Wireless Earbuds}"
21f9d7d5-7821-4a2b-b226-f8d6d6578316,45,Rebeccaberg,Sensitive,{Email},"{Moisturizer,Loan Product}"
220c563b-fa42-4f0a-8dbe-27fd1ce79bb4,41,North Mallory,Normal,{Email},{CRM Software}
220d3540-055a-444e-9f4b-af003b6831fb,18,North Nicholas,Oily,{Facebook},"{Savings Account,Face Cleanser,Investment Platform}"
22123210-44e6-4bb3-adbe-593dddd045b6,49,New Stephenville,Normal,"{Facebook,Email,Google Ads SEO}","{Sunscreen,Savings Account}"
221b6c11-c709-4908-bc91-93cdab1f8924,49,South Victoriashire,Dry,"{Google Ads SEO,Email}","{Loan Product,Tablet,Hair Serum}"
222bf8d0-0d37-409a-9f16-a7bd7f3f3fb4,36,Kathrynburgh,Normal,"{Google Ads SEO,Email,Facebook}","{Lip Balm,Moisturizer,Smartwatch}"
222e1734-4504-413f-ac65-d3c743facc06,55,East Brianbury,Normal,"{Email,Google Ads SEO,Facebook}","{Lip Balm,Analytics Dashboard,Smartwatch}"
2230bac2-f445-4ea0-9e57-fec7cae9ec47,20,Jacksonberg,Dry,"{Facebook,Email,Google Ads SEO}",{Smartwatch}
2237b145-64c6-410f-b7e3-d2055bfcbd0a,38,Ericaland,Normal,"{Email,Google Ads SEO}","{Moisturizer,Sunscreen}"
223965e5-ed56-4530-b0b1-a6e3455794c7,53,North David,Oily,{Facebook},{Lip Balm}
2239bca9-e031-4991-8ffb-289ad3faf3ee,55,East Jennifer,Oily,{Email},{Analytics Dashboard}
223b21cf-2c20-49f7-8974-fea97726fa74,33,New Valerie,Sensitive,"{Email,Google Ads SEO,Facebook}","{Lip Balm,Customer Support Platform,Smartphone}"
22417153-daa2-45a3-936b-e61bae9ad61e,33,Brianbury,Dry,{Facebook},{Smartwatch}
2241e388-b79c-456f-b71b-9f6ef720331e,33,New Caitlin,Oily,{Facebook},{Project Management Tool}
224817b5-9a15-460c-82d3-8ee1a25417d2,31,West Angelbury,Oily,"{Google Ads SEO,Email}","{Credit Card,Tablet,Lip Balm}"
2248bc4d-4cf4-42f0-9053-ef35895c0334,29,Lake Christinamouth,Dry,{Google Ads SEO},{Marketing Automation}
22584a4c-5021-423c-932c-e266e09ae1a5,55,South Roger,Sensitive,"{Google Ads SEO,Email}","{Insurance Plan,Wireless Earbuds}"
22656d52-2d0d-47dd-8e47-07afaeb1e7da,42,Carrillostad,Sensitive,"{Google Ads SEO,Email}","{Credit Card,Wireless Earbuds}"
22660732-4aa5-4485-af47-e03adf95567e,53,Stephanieville,Dry,"{Google Ads SEO,Facebook,Email}","{Project Management Tool,Insurance Plan}"
2266c575-44ba-43d9-b95a-46d65bc4333e,38,West Daniel,Oily,{Facebook},{Marketing Automation}
226828ec-1a54-485a-9ec6-22efbc613917,25,West Michelle,Dry,"{Google Ads SEO,Email}","{Moisturizer,Face Cleanser}"
226a6ab4-ee95-4627-a11c-efdeb7dc0f7d,57,Tracymouth,Sensitive,"{Facebook,Email,Google Ads SEO}",{Moisturizer}
226ed858-fe3e-4b98-af17-74bd6d0a0019,59,Atkinstown,Oily,{Facebook},"{Insurance Plan,Sunscreen,Loan Product}"
2271d978-e782-400a-b118-7bdb62559043,26,Lisaland,Combination,"{Email,Facebook,Google Ads SEO}",{Bluetooth Speaker}
2276b7bb-b266-47e9-a2a9-7d0d57459355,28,Wangtown,Dry,"{Facebook,Google Ads SEO,Email}","{Analytics Dashboard,Wireless Earbuds}"
2277d708-68c2-4ffb-99be-6ef161b4357c,38,Tannerhaven,Sensitive,"{Facebook,Google Ads SEO}","{Wireless Earbuds,CRM Software}"
2278f7e1-327b-4b86-acf8-d0e5805c94f2,25,Stephenchester,Oily,{Facebook},"{Face Cleanser,Smartwatch}"
227943fe-e1e5-4b85-a8eb-15d1f520c11f,54,Tylerbury,Normal,"{Facebook,Google Ads SEO,Email}","{Project Management Tool,Smartphone,CRM Software}"
22811e60-c662-45d2-a2ac-e4d49f1183d9,58,Tiffanychester,Oily,"{Email,Google Ads SEO,Facebook}","{Loan Product,Credit Card}"
2288293d-f6be-4b79-9e7f-e519deca857e,22,Amberton,Dry,"{Facebook,Google Ads SEO,Email}",{Loan Product}
228ad731-626a-463c-adda-7d01e6861bea,18,Wadechester,Sensitive,"{Google Ads SEO,Facebook}","{Customer Support Platform,Insurance Plan}"
228add1c-cb9b-4895-9f87-c86c6edd05f9,44,Robinsonborough,Oily,"{Google Ads SEO,Facebook,Email}",{CRM Software}
228f0b1c-3858-49fa-9752-ea78a5c28c4d,30,Cordovashire,Combination,{Facebook},"{CRM Software,Smartphone}"
229f3320-deb9-465a-9087-46c06d7596a8,27,Fernandezfurt,Sensitive,{Facebook},"{Marketing Automation,Investment Platform,Moisturizer}"
22aa3d62-0519-45af-9e15-7f156d92642b,40,Port Donnaborough,Normal,"{Email,Facebook}","{Wireless Earbuds,Analytics Dashboard,Insurance Plan}"
22b408a8-2672-43a9-9431-812e850e0216,18,New Lisa,Combination,"{Google Ads SEO,Facebook}","{Customer Support Platform,Marketing Automation}"
22be8fd9-188e-4a7f-982f-585b693a8dfd,24,New Robertbury,Dry,"{Google Ads SEO,Facebook}","{Smartphone,Insurance Plan}"
22c36482-3db3-4ec8-99ea-768685c2697e,34,West Amber,Combination,"{Facebook,Email,Google Ads SEO}","{Insurance Plan,Smartwatch}"
22c4676d-4980-4911-be68-da661a4ff244,49,Johnsonstad,Dry,{Email},{Tablet}
22c4d139-7a55-4709-a530-88ca058e11c3,54,East Nathan,Oily,"{Facebook,Google Ads SEO,Email}","{Bluetooth Speaker,Analytics Dashboard,Wireless Earbuds}"
22d39316-fc58-446a-85b0-3af91086c8b9,37,Sarahhaven,Oily,"{Google Ads SEO,Facebook}","{Investment Platform,Face Cleanser}"
22d44608-a729-41bc-a3dc-da2bff25a821,23,East Patricia,Oily,"{Email,Google Ads SEO}",{Face Cleanser}
22d50568-14ba-4fcf-bb9a-a76caacb409a,28,West Donald,Dry,{Google Ads SEO},"{Tablet,CRM Software,Smartphone}"
22d9687c-db0b-4767-829b-4db9ef9c16d3,35,Henryview,Dry,"{Google Ads SEO,Facebook,Email}","{Face Cleanser,Savings Account}"
22dbf27a-974b-482e-9fd5-a15cf184c5c9,59,Ellenmouth,Oily,"{Google Ads SEO,Facebook}","{Hair Serum,Credit Card}"
22dc356b-9b55-4a6f-8189-90a215f6f293,56,North Sherry,Dry,"{Facebook,Email}","{Insurance Plan,Investment Platform}"
22e628ae-6c9a-441c-8895-b133fb4d80dd,46,Taylorhaven,Dry,{Google Ads SEO},{Loan Product}
22ecfbc1-68fc-4ea3-a63a-c499281ebf58,59,South Kellyshire,Sensitive,{Email},"{Bluetooth Speaker,Insurance Plan,Wireless Earbuds}"
22ede7a1-a712-4147-852a-c9be80463476,21,New Samantha,Normal,{Email},{Tablet}
22eea290-6d64-4eed-baab-ee25ff0255ab,30,Amberside,Sensitive,{Facebook},"{Smartphone,Customer Support Platform}"
22f73abc-47a9-4a5a-9fe9-cdcce63465ca,58,North Timothyberg,Normal,{Facebook},"{Savings Account,Analytics Dashboard,Smartphone}"
22f7d029-df19-44d2-8e44-dd4113abf4a9,47,Kimberlystad,Sensitive,"{Email,Facebook}","{Wireless Earbuds,Tablet}"
230a1613-94d6-4c7c-a789-2d443d50701c,53,East Maryfurt,Oily,{Facebook},"{Sunscreen,Tablet,Lip Balm}"
230ac51b-c0b3-40f6-a706-43d66ba1e413,47,North Darlenemouth,Sensitive,"{Google Ads SEO,Email,Facebook}","{Marketing Automation,Smartphone,Credit Card}"
231eb6dc-9d7e-4d94-ade2-d112b2aa6fd0,22,West Victoriaburgh,Dry,{Email},"{Savings Account,Smartphone}"
2327b716-0cb6-4fff-a335-8ba8afb1aecc,31,Penashire,Oily,{Facebook},"{Smartphone,Face Cleanser,Loan Product}"
2327c2a0-dceb-48f6-a013-721db28f0d02,37,Huntermouth,Sensitive,"{Facebook,Google Ads SEO}","{Investment Platform,Savings Account}"
2328071e-f5fa-4aa2-bbf7-aed8c458e253,27,Anthonyfurt,Sensitive,{Facebook},"{Loan Product,Smartphone}"
2333a14c-82be-462e-9c79-c0c614734272,26,New Dana,Sensitive,{Google Ads SEO},{Analytics Dashboard}
2337bf5c-a44a-4f29-8942-dc4194b2b81b,24,South Autumntown,Combination,"{Email,Facebook}",{Smartphone}
233da3ee-e046-4ea7-b750-b5e45e7067fc,25,Gregoryfort,Combination,"{Google Ads SEO,Facebook,Email}","{Lip Balm,Customer Support Platform,Marketing Automation}"
2359573c-cadc-40a8-b842-e15dc174625e,36,Stacieberg,Dry,"{Google Ads SEO,Facebook,Email}",{Savings Account}
235be2d8-3053-4d43-8eba-1a591d21104c,36,Lake Peter,Normal,{Email},"{Bluetooth Speaker,Lip Balm}"
235c6e3c-9892-42c9-9404-ef57e846a258,48,Johnville,Oily,"{Facebook,Google Ads SEO,Email}","{Wireless Earbuds,Bluetooth Speaker,Credit Card}"
235d087d-c049-41d3-b184-8dce69b06c2b,19,Benjaminville,Oily,{Google Ads SEO},"{Bluetooth Speaker,Project Management Tool,Sunscreen}"
235d58ff-48c6-4a0f-9fdc-548e97a4e8da,35,Deannaland,Dry,"{Facebook,Email,Google Ads SEO}","{CRM Software,Smartphone,Project Management Tool}"
235fb88f-668b-4a61-8f64-a3ba3a73687d,32,Johnsonfort,Oily,"{Email,Google Ads SEO}",{Loan Product}
236cd631-664e-45e3-b878-d7c1ba8ff1ac,50,West Jacquelineshire,Combination,"{Email,Google Ads SEO,Facebook}","{Customer Support Platform,Hair Serum}"
237c96de-2642-4a50-82c1-6e91a39c4e71,35,Gloverland,Combination,{Email},{Marketing Automation}
23847e80-4680-4973-8fd3-dcf08fd7eadb,27,Jenniferfurt,Oily,"{Google Ads SEO,Email,Facebook}","{Investment Platform,Lip Balm,Savings Account}"
2389ca2b-cac4-4d95-9197-8d11f30f1ff5,46,Port Kathrynhaven,Dry,"{Email,Facebook}","{Smartwatch,Smartphone,Hair Serum}"
238b4ca7-b3d8-496c-9ff1-8cad16d326ed,59,North Monicaberg,Normal,"{Facebook,Email}",{Wireless Earbuds}
238ba720-0a8f-4138-93ee-398c3c2e812f,54,Davidburgh,Dry,{Facebook},"{Moisturizer,CRM Software}"
238e5a52-7998-44f7-98a3-3804fbe44af9,38,South Heather,Oily,{Email},"{Moisturizer,Bluetooth Speaker}"
23918e6a-e570-4669-98ae-6743ec68d66b,49,New Christopher,Sensitive,"{Email,Google Ads SEO}","{Project Management Tool,Credit Card,Savings Account}"
2399a4ef-efeb-4ad9-9633-3c1111fe7f97,51,Lake Gloriaborough,Combination,"{Email,Google Ads SEO,Facebook}","{CRM Software,Lip Balm,Customer Support Platform}"
239f03e3-b39d-4fdc-ae9c-af9d811444ca,44,West Linda,Sensitive,"{Email,Facebook,Google Ads SEO}","{Lip Balm,Bluetooth Speaker,Moisturizer}"
23a032d0-6966-4625-8074-d73254138f5c,56,East Kristina,Oily,"{Email,Google Ads SEO,Facebook}","{Savings Account,Investment Platform}"
23a78860-e29b-4350-97e2-7655e9494d8f,56,North Lori,Dry,{Google Ads SEO},{Face Cleanser}
23b77e29-86a3-4f8a-ac36-dd718399a869,55,Port Francisco,Sensitive,"{Google Ads SEO,Email,Facebook}","{Wireless Earbuds,CRM Software}"
23b80bed-3c0d-4abb-9be0-8571554e481a,25,West John,Oily,"{Email,Facebook,Google Ads SEO}","{Lip Balm,Smartwatch}"
23bd449a-2323-4ed5-9937-799a37c0f9c0,38,East Michaeltown,Normal,{Email},"{Smartphone,CRM Software}"
23c1e5b4-bdbb-4666-8226-25f715056a17,55,Wileyborough,Sensitive,"{Google Ads SEO,Email,Facebook}",{Investment Platform}
23c46203-6084-41d3-a61f-745f91773f25,53,Lake Caitlynshire,Oily,"{Email,Google Ads SEO}","{Bluetooth Speaker,Investment Platform}"
23c4ba89-178d-4fce-9074-10aef5fbfe05,53,Stevenside,Normal,"{Email,Facebook}","{Analytics Dashboard,Insurance Plan,Smartwatch}"
23c6981f-f14a-429f-9645-ec7ba2f3b5d9,35,West Taylor,Oily,"{Google Ads SEO,Facebook,Email}","{Insurance Plan,CRM Software,Customer Support Platform}"
23d21f78-2d0e-40d0-a161-5e5ba4f02bf0,57,Port Theresa,Oily,"{Google Ads SEO,Email,Facebook}","{Sunscreen,Credit Card,Marketing Automation}"
23dda743-3312-43f5-ac94-eaf98bb71acc,51,South Angela,Dry,{Facebook},{Wireless Earbuds}
23e63388-2742-45b1-81da-f6bbcb861b48,58,Cherylview,Dry,"{Email,Facebook}","{Project Management Tool,Customer Support Platform}"
23e9e5eb-5d48-4ca7-9f3e-b9807e859bc2,58,North Thomasberg,Combination,{Facebook},{Investment Platform}
23f0b661-e60c-45c3-a2dd-20e61f0e276e,39,West Ryanberg,Sensitive,"{Email,Google Ads SEO}","{Moisturizer,Customer Support Platform}"
23f5c1c3-b06b-4c29-9dac-7010758e38ba,35,Parsonsland,Dry,{Google Ads SEO},{Hair Serum}
23f5c98a-1090-4d74-9154-59ea72f71545,45,East Jessica,Normal,{Facebook},{Bluetooth Speaker}
2401afde-b68f-4c44-be89-72fc4465e28a,21,Kimberlyville,Sensitive,"{Facebook,Google Ads SEO}","{Project Management Tool,Smartwatch}"
